time;open;high;low;close;NV
2005-08-25T09:00:00+07:00;246.338495;253.65548;246.338495;251.216485;543307796
2005-08-26T09:00:00+07:00;251.216485;253.65548;246.338495;248.77749;-376287159
2005-08-29T09:00:00+07:00;243.8995;243.8995;217.070555;226.826535;-712573211
2005-08-30T09:00:00+07:00;224.38754;248.77749;199.99759;248.77749;914926024
2005-08-31T09:00:00+07:00;246.338495;256.094475;241.460505;251.216485;412193341
2005-09-01T09:00:00+07:00;248.77749;251.216485;243.8995;248.77749;-406443022
2005-09-05T09:00:00+07:00;251.216485;251.216485;248.77749;251.216485;90851969
2005-09-06T09:00:00+07:00;251.216485;265.850455;251.216485;265.850455;254536192
2005-09-07T09:00:00+07:00;268.28945;273.16744;265.850455;270.728445;238417872
2005-09-08T09:00:00+07:00;270.728445;270.728445;265.850455;265.850455;-145618379
2005-09-09T09:00:00+07:00;265.850455;270.728445;265.850455;268.28945;151650577
2005-09-12T09:00:00+07:00;270.728445;280.484425;270.728445;275.606435;172729956
2005-09-13T09:00:00+07:00;275.606435;275.606435;268.28945;268.28945;-180417549
2005-09-14T09:00:00+07:00;268.28945;268.28945;260.972465;260.972465;-79182204
2005-09-16T09:00:00+07:00;258.53347;258.53347;253.65548;253.65548;-131924214
2005-09-19T09:00:00+07:00;256.094475;260.972465;256.094475;256.094475;19393233
2005-09-20T09:00:00+07:00;256.094475;258.53347;256.094475;256.094475;0
2005-09-22T09:00:00+07:00;251.216485;251.216485;239.02151;241.460505;-252071037
2005-09-23T09:00:00+07:00;241.460505;241.460505;234.14352;234.14352;-61833870
2005-09-26T09:00:00+07:00;234.14352;253.65548;234.14352;243.8995;283615792
2005-09-27T09:00:00+07:00;243.8995;251.216485;243.8995;248.77749;188238393
2005-09-28T09:00:00+07:00;248.77749;248.77749;243.8995;243.8995;-61454615
2005-09-29T09:00:00+07:00;243.8995;256.094475;243.8995;256.094475;224241952
2005-09-30T09:00:00+07:00;256.094475;263.41146;256.094475;263.41146;153516099
2005-10-03T09:00:00+07:00;256.094475;263.41146;248.77749;260.972465;-195931110
2005-10-04T09:00:00+07:00;260.972465;263.41146;256.094475;258.53347;-87556555
2005-10-05T09:00:00+07:00;258.53347;258.53347;253.65548;253.65548;-61936371
2005-10-06T09:00:00+07:00;251.216485;251.216485;246.338495;246.338495;-50425482
2005-10-07T09:00:00+07:00;246.338495;248.77749;239.02151;239.02151;-102542235
2005-10-10T09:00:00+07:00;243.8995;246.338495;239.02151;243.8995;67240810
2005-10-11T09:00:00+07:00;243.8995;243.8995;236.582515;236.582515;-43132519
2005-10-12T09:00:00+07:00;236.582515;236.582515;224.38754;226.826535;-281140387
2005-10-13T09:00:00+07:00;226.826535;229.26553;226.826535;229.26553;101107218
2005-10-14T09:00:00+07:00;229.26553;234.14352;224.38754;234.14352;221392417
2005-10-17T09:00:00+07:00;234.14352;234.14352;226.826535;229.26553;-71012855
2005-10-18T09:00:00+07:00;229.26553;236.582515;229.26553;236.582515;73057755
2005-10-19T09:00:00+07:00;234.14352;234.14352;229.26553;229.26553;-112377229
2005-10-20T09:00:00+07:00;229.26553;234.14352;229.26553;234.14352;80883724
2005-10-24T09:00:00+07:00;234.14352;246.338495;234.14352;241.460505;195510855
2005-10-25T09:00:00+07:00;243.8995;246.338495;239.02151;239.02151;-78772199
2005-10-26T09:00:00+07:00;239.02151;239.02151;231.704525;231.704525;-71919991
2005-10-27T09:00:00+07:00;231.704525;234.14352;231.704525;231.704525;0
2005-10-28T09:00:00+07:00;231.704525;231.704525;226.826535;229.26553;-56754933
2005-10-31T09:00:00+07:00;239.02151;239.02151;239.02151;239.02151;77578059
2005-11-09T09:00:00+07:00;234.14352;241.460505;229.26553;239.02151;0
2005-11-10T09:00:00+07:00;236.582515;236.582515;231.704525;231.704525;-176117622
2005-11-11T09:00:00+07:00;234.14352;234.14352;229.26553;234.14352;52393506
2005-11-14T09:00:00+07:00;229.26553;239.02151;229.26553;236.582515;105965776
2005-11-15T09:00:00+07:00;234.14352;243.8995;234.14352;241.460505;104612760
2005-11-16T09:00:00+07:00;241.460505;253.65548;241.460505;253.65548;154904991
2005-11-17T09:00:00+07:00;253.65548;258.53347;251.216485;256.094475;429495550
2005-11-18T09:00:00+07:00;258.53347;268.28945;258.53347;265.850455;282042398
2005-11-21T09:00:00+07:00;268.28945;268.28945;263.41146;265.850455;0
2005-11-22T09:00:00+07:00;265.850455;268.28945;258.53347;265.850455;0
2005-11-23T09:00:00+07:00;265.850455;268.28945;265.850455;265.850455;0
2005-11-24T09:00:00+07:00;265.850455;275.606435;260.972465;270.728445;164519607
2005-11-25T09:00:00+07:00;273.16744;278.04543;270.728445;275.606435;148585790
2005-11-28T09:00:00+07:00;278.04543;292.6794;278.04543;292.6794;297520085
2005-11-29T09:00:00+07:00;292.6794;292.6794;287.80141;287.80141;-309733107
2005-11-30T09:00:00+07:00;285.362415;295.118395;282.92342;290.240405;223524443
2005-12-01T09:00:00+07:00;290.240405;292.6794;285.362415;290.240405;0
2005-12-02T09:00:00+07:00;292.6794;295.118395;290.240405;290.240405;0
2005-12-05T09:00:00+07:00;290.240405;290.240405;287.80141;287.80141;-38453338
2005-12-06T09:00:00+07:00;287.80141;287.80141;282.92342;285.362415;-59307214
2005-12-07T09:00:00+07:00;285.362415;295.118395;285.362415;292.6794;339970971
2005-12-08T09:00:00+07:00;292.6794;299.996385;292.6794;299.996385;259461376
2005-12-09T09:00:00+07:00;299.996385;299.996385;290.240405;292.6794;-95100645
2005-12-12T09:00:00+07:00;292.6794;297.55739;292.6794;297.55739;209322897
2005-12-13T09:00:00+07:00;297.55739;304.874375;297.55739;302.43538;215513971
2005-12-14T09:00:00+07:00;302.43538;302.43538;290.240405;299.996385;-189109653
2005-12-15T09:00:00+07:00;299.996385;299.996385;290.240405;290.240405;-85460404
2005-12-16T09:00:00+07:00;290.240405;295.118395;287.80141;290.240405;0
2005-12-19T09:00:00+07:00;290.240405;297.55739;290.240405;295.118395;79305205
2005-12-20T09:00:00+07:00;297.55739;299.996385;292.6794;297.55739;65498289
2005-12-21T09:00:00+07:00;295.118395;297.55739;292.6794;292.6794;-71525361
2005-12-22T09:00:00+07:00;292.6794;297.55739;290.240405;297.55739;64514277
2005-12-23T09:00:00+07:00;297.55739;297.55739;290.240405;292.6794;-34937545
2005-12-28T09:00:00+07:00;295.118395;295.118395;292.6794;295.118395;43757777
2005-12-29T09:00:00+07:00;295.118395;299.996385;292.6794;295.118395;0
2006-01-02T09:00:00+07:00;292.6794;295.118395;292.6794;292.6794;-44372784
2006-01-03T09:00:00+07:00;292.6794;309.752365;292.6794;309.752365;373078870
2006-01-04T09:00:00+07:00;312.19136;326.82533;312.19136;326.82533;538397987
2006-01-05T09:00:00+07:00;326.82533;326.82533;319.508345;321.94734;-164832236
2006-01-06T09:00:00+07:00;321.94734;326.82533;319.508345;324.386335;104161755
2006-01-09T09:00:00+07:00;324.386335;336.58131;324.386335;334.142315;277322216
2006-01-11T09:00:00+07:00;336.58131;343.898295;334.142315;336.58131;239212257
2006-01-12T09:00:00+07:00;339.020305;343.898295;329.264325;331.70332;-227978122
2006-01-13T09:00:00+07:00;329.264325;329.264325;321.94734;326.82533;-257078222
2006-01-16T09:00:00+07:00;324.386335;331.70332;321.94734;326.82533;0
2006-01-17T09:00:00+07:00;324.386335;324.386335;312.19136;317.06935;-243645435
2006-01-18T09:00:00+07:00;309.752365;314.630355;299.996385;307.31337;-90031959
2006-01-19T09:00:00+07:00;312.19136;324.386335;312.19136;324.386335;123442237
2006-01-20T09:00:00+07:00;326.82533;326.82533;314.630355;319.508345;-99185320
2006-01-23T09:00:00+07:00;317.06935;319.508345;309.752365;312.19136;-153639101
2006-01-25T09:00:00+07:00;321.94734;329.264325;321.94734;326.82533;295987691
2006-01-27T09:00:00+07:00;324.386335;331.70332;324.386335;329.264325;172565954
2006-01-30T09:00:00+07:00;329.264325;331.70332;326.82533;331.70332;85578281
2006-02-01T09:00:00+07:00;331.70332;334.142315;326.82533;329.264325;-251076775
2006-02-03T09:00:00+07:00;326.82533;331.70332;326.82533;331.70332;142543342
2006-02-06T09:00:00+07:00;331.70332;334.142315;329.264325;334.142315;210916791
2006-02-07T09:00:00+07:00;334.142315;334.142315;329.264325;334.142315;0
2006-02-08T09:00:00+07:00;331.70332;331.70332;324.386335;331.70332;-147278899
2006-02-09T09:00:00+07:00;329.264325;329.264325;324.386335;329.264325;-132544347
2006-02-13T09:00:00+07:00;324.386335;326.82533;317.06935;321.94734;-78777324
2006-02-14T09:00:00+07:00;317.06935;317.06935;309.752365;312.19136;-97822053
2006-02-15T09:00:00+07:00;312.19136;317.06935;309.752365;317.06935;195351978
2006-02-16T09:00:00+07:00;319.508345;319.508345;314.630355;317.06935;0
2006-02-17T09:00:00+07:00;317.06935;326.82533;317.06935;326.82533;97212171
2006-02-20T09:00:00+07:00;326.82533;329.264325;326.82533;329.264325;92814868
2006-02-21T09:00:00+07:00;329.264325;329.264325;321.94734;321.94734;-66677053
2006-02-22T09:00:00+07:00;321.94734;321.94734;314.630355;317.06935;-298647598
2006-02-23T09:00:00+07:00;317.06935;317.06935;302.43538;309.752365;-268906865
2006-02-24T09:00:00+07:00;307.31337;307.31337;302.43538;302.43538;-109440568
2006-02-27T09:00:00+07:00;302.43538;321.94734;302.43538;321.94734;176666003
2006-02-28T09:00:00+07:00;321.94734;321.94734;314.630355;317.06935;-80150840
2006-03-01T09:00:00+07:00;314.630355;324.386335;314.630355;324.386335;76650423
2006-03-02T09:00:00+07:00;324.386335;329.264325;319.508345;329.264325;154879366
2006-03-03T09:00:00+07:00;329.264325;329.264325;324.386335;329.264325;0
2006-03-06T09:00:00+07:00;326.82533;336.58131;326.82533;336.58131;150564064
2006-03-07T09:00:00+07:00;334.142315;334.142315;334.142315;334.142315;-215621598
2006-03-08T09:00:00+07:00;334.142315;334.142315;326.82533;334.142315;0
2006-03-10T09:00:00+07:00;341.4593;368.288245;341.4593;363.410255;674494002
2006-03-13T09:00:00+07:00;363.410255;365.84925;356.09327;358.532265;-282098774
2006-03-14T09:00:00+07:00;358.532265;363.410255;356.09327;360.97126;52726635
2006-03-15T09:00:00+07:00;363.410255;370.72724;363.410255;363.410255;80683847
2006-03-16T09:00:00+07:00;363.410255;387.800205;363.410255;375.60523;272350906
2006-03-17T09:00:00+07:00;378.044225;397.556185;378.044225;390.2392;396233899
2006-03-20T09:00:00+07:00;390.2392;404.87317;390.2392;402.434175;96053907
2006-03-21T09:00:00+07:00;404.87317;404.87317;392.678195;395.11719;-211316546
2006-03-22T09:00:00+07:00;390.2392;392.678195;387.800205;387.800205;-142384465
2006-03-23T09:00:00+07:00;392.678195;392.678195;375.60523;385.36121;-32364764
2006-03-24T09:00:00+07:00;385.36121;390.2392;375.60523;382.922215;-68680952
2006-03-27T09:00:00+07:00;382.922215;382.922215;370.72724;373.166235;-94275511
2006-03-28T09:00:00+07:00;373.166235;390.2392;373.166235;387.800205;255392077
2006-03-29T09:00:00+07:00;390.2392;399.99518;380.48322;380.48322;-189750286
2006-04-03T09:00:00+07:00;385.36121;402.434175;385.36121;399.99518;210916791
2006-04-04T09:00:00+07:00;402.434175;407.312165;399.99518;402.434175;120069946
2006-04-05T09:00:00+07:00;404.87317;429.26312;404.87317;429.26312;142020586
2006-04-06T09:00:00+07:00;431.702115;443.89709;431.702115;436.580105;83892135
2006-04-07T09:00:00+07:00;434.14111;439.0191;429.26312;439.0191;73585636
2006-04-11T09:00:00+07:00;439.0191;439.0191;434.14111;434.14111;-29797109
2006-04-12T09:00:00+07:00;429.26312;434.14111;421.946135;429.26312;-78905450
2006-04-13T09:00:00+07:00;431.702115;448.77508;431.702115;434.14111;101009842
2006-04-17T09:00:00+07:00;434.14111;436.580105;429.26312;434.14111;0
2006-04-18T09:00:00+07:00;439.0191;446.336085;434.14111;446.336085;79571708
2006-04-19T09:00:00+07:00;451.214075;475.604025;451.214075;468.28704;255484328
2006-04-20T09:00:00+07:00;470.726035;492.67699;468.28704;480.482015;230427901
2006-04-21T09:00:00+07:00;478.04302;480.482015;473.16503;475.604025;-76737549
2006-04-24T09:00:00+07:00;473.16503;473.16503;456.092065;465.848045;-143727231
2006-04-25T09:00:00+07:00;463.40905;463.40905;458.53106;460.970055;-100938091
2006-04-26T09:00:00+07:00;460.970055;470.726035;460.970055;465.848045;110557832
2006-04-27T09:00:00+07:00;465.848045;468.28704;460.970055;468.28704;273709048
2006-04-28T09:00:00+07:00;465.848045;465.848045;448.77508;451.214075;-139514431
2006-05-01T09:00:00+07:00;448.77508;451.214075;439.0191;439.0191;-226291976
2006-05-02T09:00:00+07:00;441.458095;443.89709;431.702115;434.14111;-278798234
2006-05-03T09:00:00+07:00;434.14111;441.458095;429.26312;431.702115;-187187755
2006-05-04T09:00:00+07:00;431.702115;431.702115;421.946135;421.946135;-403137357
2006-05-05T09:00:00+07:00;421.946135;424.38513;414.62915;417.068145;-245551958
2006-05-08T09:00:00+07:00;419.50714;434.14111;419.50714;429.26312;353168005
2006-05-09T09:00:00+07:00;429.26312;439.0191;426.824125;434.14111;275600195
2006-05-10T09:00:00+07:00;436.580105;439.0191;434.14111;439.0191;178823654
2006-05-11T09:00:00+07:00;439.0191;441.458095;436.580105;439.0191;0
2006-05-12T09:00:00+07:00;436.580105;436.580105;426.824125;429.26312;-119711192
2006-05-15T09:00:00+07:00;421.946135;421.946135;392.678195;392.678195;-344619402
2006-05-16T09:00:00+07:00;392.678195;399.99518;358.532265;399.99518;514443449
2006-05-17T09:00:00+07:00;404.87317;436.580105;404.87317;424.38513;409892189
2006-05-18T09:00:00+07:00;399.99518;407.312165;380.48322;404.87317;-252112037
2006-05-19T09:00:00+07:00;402.434175;407.312165;397.556185;399.99518;-206524613
2006-05-22T09:00:00+07:00;399.99518;404.87317;375.60523;380.48322;-387572545
2006-05-23T09:00:00+07:00;370.72724;392.678195;356.09327;392.678195;217410244
2006-05-24T09:00:00+07:00;392.678195;417.068145;390.2392;407.312165;341436739
2006-05-29T09:00:00+07:00;407.312165;409.75116;382.922215;385.36121;-448130274
2006-05-30T09:00:00+07:00;387.800205;402.434175;387.800205;397.556185;238299996
2006-05-31T09:00:00+07:00;385.36121;390.2392;380.48322;385.36121;-278034600
2006-06-01T09:00:00+07:00;387.800205;387.800205;368.288245;370.72724;-325292794
2006-06-02T09:00:00+07:00;370.72724;382.922215;368.288245;378.044225;339668593
2006-06-05T09:00:00+07:00;378.044225;385.36121;375.60523;380.48322;299482983
2006-06-06T09:00:00+07:00;373.166235;375.60523;365.84925;370.72724;-261521651
2006-06-07T09:00:00+07:00;365.84925;368.288245;363.410255;365.84925;-167225640
2006-06-08T09:00:00+07:00;360.97126;360.97126;336.58131;346.33729;-602984015
2006-06-09T09:00:00+07:00;351.21528;360.97126;346.33729;360.97126;524314317
2006-06-12T09:00:00+07:00;356.09327;370.72724;353.654275;368.288245;192753572
2006-06-13T09:00:00+07:00;360.97126;363.410255;351.21528;358.532265;-142230713
2006-06-14T09:00:00+07:00;356.09327;365.84925;356.09327;365.84925;145833632
2006-06-15T09:00:00+07:00;370.72724;385.36121;370.72724;382.922215;234553576
2006-06-16T09:00:00+07:00;392.678195;412.190155;392.678195;412.190155;402737602
2006-06-19T09:00:00+07:00;412.190155;412.190155;395.11719;399.99518;-171171937
2006-06-20T09:00:00+07:00;390.2392;409.75116;390.2392;409.75116;198790895
2006-06-21T09:00:00+07:00;414.62915;414.62915;407.312165;409.75116;0
2006-06-22T09:00:00+07:00;409.75116;409.75116;395.11719;397.556185;-95766903
2006-06-23T09:00:00+07:00;395.11719;395.11719;385.36121;390.2392;-68911580
2006-06-26T09:00:00+07:00;387.800205;387.800205;378.044225;385.36121;-51045615
2006-06-27T09:00:00+07:00;385.36121;390.2392;385.36121;387.800205;108374555
2006-06-28T09:00:00+07:00;380.48322;382.922215;373.166235;380.48322;-135358006
2006-06-29T09:00:00+07:00;380.48322;380.48322;375.60523;375.60523;-91620729
2006-06-30T09:00:00+07:00;387.800205;399.99518;385.36121;399.99518;222714683
2006-07-03T09:00:00+07:00;399.99518;421.946135;399.99518;421.946135;247504607
2006-07-04T09:00:00+07:00;424.38513;424.38513;414.62915;419.50714;-164099352
2006-07-05T09:00:00+07:00;414.62915;421.946135;414.62915;417.068145;-108979313
2006-07-06T09:00:00+07:00;409.75116;419.50714;402.434175;412.190155;-150943318
2006-07-07T09:00:00+07:00;417.068145;421.946135;407.312165;407.312165;-170695306
2006-07-10T09:00:00+07:00;407.312165;409.75116;402.434175;402.434175;-98027056
2006-07-11T09:00:00+07:00;402.434175;412.190155;402.434175;409.75116;69526587
2006-07-12T09:00:00+07:00;412.190155;419.50714;412.190155;414.62915;97714427
2006-07-13T09:00:00+07:00;414.62915;417.068145;409.75116;414.62915;0
2006-07-14T09:00:00+07:00;407.312165;409.75116;395.11719;399.99518;-107190666
2006-07-17T09:00:00+07:00;392.678195;392.678195;382.922215;385.36121;-72863002
2006-07-18T09:00:00+07:00;387.800205;390.2392;380.48322;385.36121;0
2006-07-19T09:00:00+07:00;385.36121;387.800205;380.48322;380.48322;-54218028
2006-07-20T09:00:00+07:00;390.2392;404.87317;390.2392;404.87317;141943710
2006-07-21T09:00:00+07:00;399.99518;412.190155;395.11719;409.75116;114632256
2006-07-24T09:00:00+07:00;407.312165;407.312165;387.800205;390.2392;-123995744
2006-07-25T09:00:00+07:00;397.556185;402.434175;387.800205;392.678195;143978359
2006-07-26T09:00:00+07:00;392.678195;392.678195;387.800205;387.800205;-76153292
2006-07-27T09:00:00+07:00;395.11719;417.068145;390.2392;417.068145;325349170
2006-07-28T09:00:00+07:00;417.068145;417.068145;409.75116;414.62915;-264453186
2006-07-31T09:00:00+07:00;417.068145;419.50714;412.190155;417.068145;145603004
2006-08-01T09:00:00+07:00;417.068145;426.824125;414.62915;426.824125;237469736
2006-08-02T09:00:00+07:00;424.38513;434.14111;417.068145;434.14111;244414195
2006-08-03T09:00:00+07:00;434.14111;436.580105;421.946135;421.946135;-147914407
2006-08-04T09:00:00+07:00;421.946135;426.824125;414.62915;421.946135;0
2006-08-07T09:00:00+07:00;424.38513;434.14111;421.946135;426.824125;79335955
2006-08-08T09:00:00+07:00;426.824125;429.26312;419.50714;421.946135;-36464814
2006-08-09T09:00:00+07:00;421.946135;429.26312;419.50714;429.26312;43281146
2006-08-10T09:00:00+07:00;429.26312;436.580105;417.068145;417.068145;-264360935
2006-08-11T09:00:00+07:00;419.50714;434.14111;419.50714;426.824125;220838911
2006-08-14T09:00:00+07:00;429.26312;441.458095;426.824125;439.0191;244275818
2006-08-15T09:00:00+07:00;439.0191;446.336085;434.14111;436.580105;-151471200
2006-08-16T09:00:00+07:00;441.458095;443.89709;434.14111;436.580105;0
2006-08-22T09:00:00+07:00;436.580105;448.77508;436.580105;448.77508;150307811
2006-08-23T09:00:00+07:00;448.77508;448.77508;436.580105;439.0191;-112120976
2006-08-24T09:00:00+07:00;434.14111;443.89709;431.702115;436.580105;-80391718
2006-08-25T09:00:00+07:00;436.580105;436.580105;426.824125;431.702115;-60737106
2006-08-28T09:00:00+07:00;429.26312;434.14111;429.26312;431.702115;0
2006-08-29T09:00:00+07:00;431.702115;431.702115;424.38513;431.702115;0
2006-08-30T09:00:00+07:00;431.702115;434.14111;424.38513;429.26312;-76276294
2006-08-31T09:00:00+07:00;429.26312;429.26312;424.38513;424.38513;-165472868
2006-09-01T09:00:00+07:00;426.824125;439.0191;424.38513;439.0191;189324906
2006-09-04T09:00:00+07:00;439.0191;446.336085;436.580105;446.336085;205038345
2006-09-05T09:00:00+07:00;448.77508;453.65307;446.336085;453.65307;343932644
2006-09-06T09:00:00+07:00;453.65307;460.970055;453.65307;458.53106;271899901
2006-09-07T09:00:00+07:00;453.65307;460.970055;451.214075;458.53106;0
2006-09-08T09:00:00+07:00;456.092065;458.53106;451.214075;458.53106;0
2006-09-11T09:00:00+07:00;458.53106;458.53106;446.336085;448.77508;-38084333
2006-09-12T09:00:00+07:00;448.77508;448.77508;436.580105;446.336085;-150989444
2006-09-13T09:00:00+07:00;448.77508;460.970055;446.336085;458.53106;199918409
2006-09-14T09:00:00+07:00;460.970055;460.970055;456.092065;456.092065;-69541962
2006-09-15T09:00:00+07:00;458.53106;463.40905;453.65307;458.53106;146720267
2006-09-18T09:00:00+07:00;460.970055;463.40905;458.53106;463.40905;33236025
2006-09-19T09:00:00+07:00;460.970055;485.360005;460.970055;478.04302;308759345
2006-09-20T09:00:00+07:00;473.16503;482.92101;473.16503;478.04302;0
2006-09-21T09:00:00+07:00;480.482015;487.799;480.482015;485.360005;269142618
2006-09-22T09:00:00+07:00;485.360005;495.115985;482.92101;485.360005;0
2006-09-25T09:00:00+07:00;482.92101;490.237995;478.04302;487.799;56268053
2006-09-26T09:00:00+07:00;487.799;487.799;478.04302;482.92101;-72104493
2006-09-27T09:00:00+07:00;487.799;487.799;480.482015;485.360005;59973472
2006-09-28T09:00:00+07:00;485.360005;487.799;478.04302;482.92101;-56637057
2006-09-29T09:00:00+07:00;482.92101;482.92101;473.16503;478.04302;-44055030
2006-10-02T09:00:00+07:00;478.04302;478.04302;475.604025;478.04302;0
2006-10-03T09:00:00+07:00;473.16503;473.16503;463.40905;463.40905;-233738691
2006-10-04T09:00:00+07:00;468.28704;473.16503;465.848045;470.726035;161249818
2006-10-05T09:00:00+07:00;475.604025;480.482015;473.16503;478.04302;188182017
2006-10-06T09:00:00+07:00;480.482015;482.92101;475.604025;478.04302;0
2006-10-09T09:00:00+07:00;475.604025;475.604025;470.726035;473.16503;-51025114
2006-10-10T09:00:00+07:00;475.604025;485.360005;475.604025;482.92101;75533160
2006-10-11T09:00:00+07:00;482.92101;485.360005;480.482015;480.482015;-76066166
2006-10-12T09:00:00+07:00;478.04302;485.360005;478.04302;480.482015;0
2006-10-13T09:00:00+07:00;482.92101;492.67699;480.482015;487.799;159809675
2006-10-16T09:00:00+07:00;482.92101;482.92101;473.16503;478.04302;-41707752
2006-10-17T09:00:00+07:00;478.04302;482.92101;478.04302;480.482015;38304711
2006-10-18T09:00:00+07:00;480.482015;480.482015;478.04302;480.482015;0
2006-10-19T09:00:00+07:00;480.482015;482.92101;475.604025;480.482015;0
2006-10-20T09:00:00+07:00;480.482015;480.482015;473.16503;475.604025;-89114573
2006-10-30T09:00:00+07:00;475.604025;480.482015;470.726035;478.04302;120044321
2006-10-31T09:00:00+07:00;475.604025;480.482015;473.16503;478.04302;0
2006-11-01T09:00:00+07:00;478.04302;478.04302;473.16503;478.04302;0
2006-11-02T09:00:00+07:00;478.04302;497.55498;478.04302;492.67699;222837685
2006-11-03T09:00:00+07:00;492.67699;497.55498;487.799;492.67699;0
2006-11-06T09:00:00+07:00;492.67699;517.06694;492.67699;507.31096;110890961
2006-11-07T09:00:00+07:00;517.06694;521.94493;512.18895;517.06694;92348487
2006-11-08T09:00:00+07:00;512.18895;517.06694;507.31096;507.31096;-57287940
2006-11-09T09:00:00+07:00;507.31096;531.70091;502.43297;531.70091;65078034
2006-11-10T09:00:00+07:00;526.82292;531.70091;512.18895;517.06694;-42594388
2006-11-13T09:00:00+07:00;517.06694;521.94493;507.31096;517.06694;0
2006-11-14T09:00:00+07:00;517.06694;526.82292;507.31096;512.18895;-110219578
2006-11-15T09:00:00+07:00;517.06694;521.94493;507.31096;517.06694;88617442
2006-11-16T09:00:00+07:00;517.06694;531.70091;517.06694;521.94493;44623912
2006-11-17T09:00:00+07:00;521.94493;526.82292;512.18895;521.94493;0
2006-11-20T09:00:00+07:00;521.94493;536.5789;521.94493;531.70091;73139756
2006-11-21T09:00:00+07:00;531.70091;531.70091;517.06694;517.06694;-15810815
2006-11-22T09:00:00+07:00;521.94493;526.82292;517.06694;526.82292;43665526
2006-11-23T09:00:00+07:00;521.94493;536.5789;517.06694;531.70091;41328498
2006-11-24T09:00:00+07:00;531.70091;551.21287;526.82292;546.33488;92010233
2006-11-27T09:00:00+07:00;551.21287;560.96885;536.5789;541.45689;-60209225
2006-11-28T09:00:00+07:00;536.5789;536.5789;517.06694;517.06694;-61941496
2006-11-29T09:00:00+07:00;521.94493;526.82292;517.06694;521.94493;85240027
2006-11-30T09:00:00+07:00;526.82292;536.5789;521.94493;521.94493;0
2006-12-01T09:00:00+07:00;521.94493;526.82292;517.06694;521.94493;0
2006-12-04T09:00:00+07:00;521.94493;521.94493;502.43297;507.31096;-171863820
2006-12-05T09:00:00+07:00;512.18895;521.94493;512.18895;521.94493;164591358
2006-12-06T09:00:00+07:00;521.94493;521.94493;512.18895;521.94493;0
2006-12-07T09:00:00+07:00;517.06694;521.94493;512.18895;521.94493;0
2006-12-08T09:00:00+07:00;517.06694;517.06694;502.43297;507.31096;-109978700
